Text,Text_Cleansing,negative,neutral,positive
"berlokasi di jalan . braga yang ramai , kiosk bagai oase di tengah kota . restaurant nya nyaman , banyak pohon-pohon , pelayanan baik , menu nya yang tradisional jajanan indonesia juga bervariasi . harga yang ditawarkan juga sangat terjangkau . menu yang patut dicoba adalah siomai tahu gejrot nya . hanya saja kadang kualitas makanan tidak standar rasa kadang bisa berbeda2 dari cabang kiosk lainnya .",lokasi jalan braga ramai kiosk oase kota restaurant nya nyaman pohonpohon layan menu nya tradisional jajan indonesia variasi harga tawar jangkau menu patut coba siomai gejrot nya kadang kualitas makan standar kadang beda cabang kiosk,0,0,1
"pemandangan nya yang bagus . bisa melihat keindahan malam kota bandung dari atas bukit membuat makan tambah nikmat . makanan tidak terlalu banyak variasi menu . tapi soal rasa sudah cukup dibilang enak . hanya saja , pelayanan dari pelayan nya kurang tanggap dan agak lama . bukan lama pesanan nya datang , tapi lama mengerti apa yang kita maksudkan atau apa yang kita inginkan . tapi biar bagaimanapun , pemandangan nya bagus .",pandang nya bagus indah malam kota bandung bukit makan nikmat makan variasi menu bilang enak layan layan nya tanggap pesan nya menge i maksud biar pandang nya bagus,0,0,1
"kami baru pertama kali ini ketempat ini , seperti biasa saudara yang ada di bandung sini untuk memperkenalkan masakan-masakan yang ada di kota bandung . seperti biasa kami memesan masing-masing . dan saya mencoba dengan pasta nya . rasanya enak sekali , dan masih banyak menu yang lainnya , harga nya tidak mahal kok .",pe kali sepe i saudara bandung kenal masakanmasakan kota bandung sepe i mes masingmasing coba pasta nya enak menu harga nya mahal,0,0,1
ini kenapa harga di alfamart jauh lebih mahal sih daripada di indomaret,harga alfama mahal sih indomaret,1,0,0
"daripada potong anggaran belanja , lebih baik potong kelamin jokower dan ahoker untuk eksport tas kulit wanita .",potong anggar belanja potong kelamin jokower ahoker ekspo tas kulit wanita,1,0,0
pdip mendeklarasikan cagub dan cawagub yang akan diusung nya untuk 4 provinsi .,partai demokrasi indonesia juang deklarasi calon gubernur calon wakil gubernur usung nya provinsi,0,1,0
"pilihan menu lebih dari sepuluh halaman yang bisa dipilih mulai dari hidangan pembuka berupa salad dan soup , main course , hingga hidangan penutup belum termasuk minuman yang beragam jenis hidangan khas seperti naas jelas menjadi menu favorit , sedangkan minuman teh tarik dan teh rempah menjadi andalan untuk makan malam terakhir jangan lupa untuk memesan masala yang tidak ada dua nya",pilih menu puluh halaman pilih hidang buka salad soup main course hidang tutup minum agam jenis hidang khas sepe i naas menu favorit minum teh tarik teh rempah andal makan malam lupa mes masala nya,0,0,1
saya datang bersama suami . pesan beberapa makanan . tempat nya kami suka bagian bawah karena lebih romantis . pelayanan juga oke . ada live musik . bisa gesek pakai kartu . saya merasa seperti kafe-kafe yang biasa kita ku njungi di pulau bali . jadi serasa tidak di bandung,suami pesan makan nya suka romantis layan oke live musik gesek pakai kakak sepe i kafekafe ku njungi pulau bal serasa bandung,0,0,1
makana nya cukup enak saya rasa . sewaktu berkunjung saya menikmati sup tomyan dengan nasi putih . rasanya tidak terlalu pedas namun masih gurih dan sedap . desain nya cocok sekali untuk yang pasangan ataupun yang sekadar me time karena cukup nyaman untuk bersantai .,nya enak kunjung nikmat sup tomyan nasi putih pedas gurih sedap desain nya cocok pasang me time nyaman santa,0,0,1
rahmat mirzani djausal : pengusaha muda di lampung dituntut kreatif dan melek teknologi,rahmat mirzani djausal usaha muda lampung tuntut kreatif melek teknologi,0,1,0
"fasilitas tempat bermain anak , meski terbatas . nasi bakar tuna nya endus pedas dan sangat terasa bumbu serta menyatu . harga so-so .",fasilitas main anak batas nasi bakar tuna nya endus pedas bumbu a satu harga soso,0,0,1
"menurut aku sih , abuba steak merupakan pelopor steak murah meriah . ketika adik saya berulang tahun kemarin , kami sekeluarga merayakan nya di tempat ini . saya sendiri lebih senang memesan tenderloin nya dikarenakan tidak ada lemak nya . sayang nya tempat nya tidak disediakan ac . cuaca bandung yang sekarang panas , membuat suasanan di dalam caf pun terasa panas",sih abuba steak pelopor steak murah riah adik ulang kemarin keluarga raya nya senang mes tenderloin nya lemak nya sayang nya nya sedia ac cuaca bandung panas suasanan caf panas,0,0,1
"lokasi dan pemandangan nya bagus untuk foto-foto , udara nya sejuk , apalagi kalau sore hari bisa menikmati sunset yang cantik . untuk makanan , tepat nya jajanan di pasar khatulistiwa rasanya biasa saja untuk harga yang cukup mahal .",lokasi pandang nya bagus fotofoto udara nya sejuk sore nikmat sunset cantik makan nya jajan pasar khatulistiwa harga mahal,0,0,1
"recommended ! tempat sederhana . tetapi bersih . menu sederhana . sekitaran bakso , mi , bihun , pangsit tetapi penyajian nya beda semuanya enak . bapak , the pemilik , ramah sopan banget . dan jujur . karena recehan kembalian ada !",recommended sederhana bersih menu sederhana sekitar bakso mi bihun pangsit saji nya beda enak the milik ramah sopan banget jujur receh kembali,0,0,1
saya sudah lapor ke email mandiricare.co.id,lapor email mandiricarecoid,0,1,0
"makanan murah dan beragam , rentang harga cocok untuk mahasiswa . rasa makanan biasa saja , tetapi cocok sebagai tempat berkumpul di malam hari .",makan murah agam rentang harga cocok mahasiswa makan cocok kumpul malam,0,0,1
"bohong banget tropicana slim tidak bikin diabetes , nih bukti nya bapak saya tetap kena !",bohong banget tropicana kurus bikin diabetes nih bukti nya kena,1,0,0
prognosis kerawanan pemilu 2019 dapat ditelusuri berdasarkan ipc pada pemilu 2014 yaitu diidentifikasi 14 kerawanan pemilu .,prognosis rawan pilih ribu sembilan belas telusur dasar ipc pilih ribu belas identifikasi belas rawan pilih,0,1,0
"terletak di kompleks vila istana bunga , menyediakan berbagai menu masakan barat maupun indonesia . sambil makan menikmati pemandangan pegunungan",letak kompleks vila istana bunga sedia menu masakan barat indonesia makan nikmat pandang gunung,0,0,1
"warung makan ini terkenal karena penyajian nya yang prasmanan dengan piring dan tempat makanan tempo dulu yakni serba seng . kata teman saya , serasa di zaman penjajahan belanda . pilihan makanan dan minuman nya banyak sampai bingung memilih nya , tapi saya tetap kembali ke selera asal yakni semur jengkol , ikan asin , sayur asam , dan teh panas tawar . setiap ke bandung , saya akan menyempatkan diri ke sini selalu .",warung makan kenal saji nya prasmanan piring makan tempo serba seng teman serasa zaman jajah belanda pilih makan minum nya bingung pilih nya selera semur jengkol ikan asin sayur asam teh panas tawar bandung sempat,0,0,1
kebun binatang surabaya sangat kotor banyak sampah,kebun binatang surabaya kotor sampah,1,0,0
"oh iya diketerangan kan note 3 pro , kok yang dikirim note 3 ya , kecewa juragan",oh iya terang note pro kirim note ya kecewa juragan,1,0,0
"cobalah tongseng nya bikin kangen , selain tongseng juga ada cumi sambal iji , gulai terus ada jajanan tradisional seperti bala-bala , seupan mau , bihun yang semuanya enak . harga nya juga cucu mulai dari 5 ribu sampai 25 ribu pas dikantong hehe . kopi tradisional nya juga enak . saya juga suka tempat ini karena ada ruangan ac nya dan ada wifi nya hehe . cocok buat anak muda banget . so ini rekomendasi banget .",coba tongseng nya bikin kangen tongseng cumi sambal iji gulai jajan tradisional sepe i balabala upan bihun enak harga nya cucu ribu puluh ribu pas kantong hehe kopi tradisional nya enak suka ruang ac nya wifi nya hehe cocok anak muda banget sok rekomendasi banget,0,0,1
"wahai jokowi , sampai kapan kamu berhenti membohongi rakyat lewat pencitraan mu yang sudah sangat membosankan ?",jokowi henti bohong rakyat citra mu bosan,1,0,0
positif : 1 . makanan enak 2 . jenis masakan beragam 3 . pemandangan bandung malam bagus banget negatif : 1 . kalau ramadhan suka cepat penuh 2 . harga menengah ke atas keaimpulan : direkomendasikan . apalagi kalau ditraktir,positif makan enak jenis masakan agam pandang bandung malam bagus banget negatif ramadan suka cepat penuh harga tengah keaimpulan rekomendasi traktir,0,0,1
"pemimpin indonesia tidak ada yang benar , ah .",pimpin indonesia ah,1,0,0
cabang ari ngopdul di dago / riau . kopi nya sedap dan suasana nya santai . harga cukup bersahabat enak untuk nongkrong,cabang ari ngopdul dago riau kopi nya sedap suasana nya santai harga sahabat enak nongkrong,0,0,1
"saat saya ke sini saya sangat menyukai tempat ini , kita dapat memetik stroberi sendiri , selain kebun stroberi di sini juga menyediakan jus stroberi , bisa juga bermain permainan di luar di sini . menyenangkan .",suka petik stroberi kebun stroberi sedia jus stroberi main main senang,0,0,1
hasil pertandingan persela lamongan vs bhayangkara fc skor akhir 2 - 0,hasil pe andingan sela lamongan lawan bhayangkara fc skor nol,0,1,0
"tempat sangat nyaman , apalagi malam hari disertai lampu . makanan sangat variatif dan nikmat . harga sesuai , lokasi cukup dekat dengan kampung gajah .",nyaman malam dise ai lampu makan variatif nikmat harga sesuai lokasi kampung gajah,0,0,1
"perusahaan / online shop di bekasi yang butuh film tarif / ongkir jne , mention kami ya .",usaha online shop bekas butuh film tarif ongkos kirim jne mention ya,0,1,0
"terima kasih pak menteri , saat ini prestasi antum adalah membuat kegaduhan nasional di bulan ramadhan .",terima kasih menteri prestasi gaduh nasional ramadan,0,0,1
"varian menu di resto ini sangat banyak mulai dari makanan barat , japanise hingga sundanis traditional makanan , meja nya pun banyak sehingga jika sedang ramai kita tidak perlu susah mencari meja . rata-rata makan nya enak semua , pemandangan nya juga bagus bisa menghadap ke kolam renang juga bisa menghadap ke hutan . menu yang wajib dicoba jika makan siang di sini adalah reuceuh , rasanya enak .",varian menu resto makan barat japanise sundanis traditional makan meja nya ramai susah cari meja ratarata makan nya enak pandang nya bagus hadap kolam renang hadap hutan menu wajib coba makan siang reuceuh enak,0,0,1
tidak terhibur,hibur,1,0,0
saya tidak senang dengan produk dari tokopedia,senang produk tokopedia,1,0,0
"makanan nya lezat , penyajian nya cantik dan rapi , pelayanan nya pun cukup memuaskan . setelah direnovasi , dekorasi nya semakin menarik nyaman , bahkan ada tempat bermain untuk anak kecil bagi keluarga yang berkunjung ke sana . pada 2 kunjungan terakhir ke sana saya merasa sangat puas , bahkan pada salah satu kunjungan saya mendapat makanan penutup tambahan karena telah memasang foto makanan nya di media sosial .",makan nya lezat saji nya cantik rapi layan nya muas renovasi dekorasi nya tarik nyaman main anak keluarga kunjung kunjung puas salah kunjung makan tutup tambah pasang foto makan nya media sosial,0,0,1
"suasana nya sangat-sangat menyenangkan , dingin nya bandung tidak bikin kafe resto dengan konsep semi di luar ini jadi ikutan dingin , tapi malah bikin nyaman . sangat-sangat homey , comfortable , nyaman . buat nongkrong , buat makan malam , even bisa juga buat venue wedding . makanan nya oke , tidak overpriced dengan kualitas dan kuantitas yang disajikan . walaupun jalan nya agak terlihat kalau dari jalan utama , tapi setimpal banget , a harus dicoba !",suasana nya sangatsangat senang dingin nya bandung bikin kafe resto konsep semi ikut dingin bikin nyaman sangatsangat homey comfo able nyaman nongkrong makan malam even wedding makan nya oke overpriced kualitas kuantitas saji jalan nya jalan utama timpal banget a coba,0,0,1
"hindari kepadatan , menhub imbau masyarakat tidak kembali ke jakarta bersamaan pada 1 januari",hindar padat menteri hubung himbau masyarakat jaka a sama januari,0,1,0
ternyata saya sangat tidak suka dengan aparat yang suka seenaknya di jalan,suka aparat suka jalan,1,0,0
"menu yang disajikan bervariasi . harga agak tinggi namun sesuai dengan kualitas makanan yang disajikan . saya memesan mash potato dengan daging dan saos jamur . disajikan dengan brokoli dan wortel rebus . juga disuguhi roti dengan butter sebagai pelayanan gratis . kami memilih tempat duduk yang menghadap taman , sangat terasa suasana sejuk yang hommy . saya dan keluarga sangat menyukai nya ,",menu saji variasi harga sesuai kualitas makan saji mes potato daging saos jamur saji brokoli oi el rebus suguh roti butter layan gratis pilih duduk hadap taman suasana sejuk hommy keluarga suka nya,0,0,1
orang tidak suka seafood itu keturunan orang miskin tidak terbiasa makan makanan mahal .,orang suka seafood turun orang miskin biasa makan makan mahal,1,0,0
"jokowi satu-satunya presiden yang paling berpikir buat rakyat , terharu , salut , dan bangga sama pak jokowi .",jokowi satusatunya presiden pikir rakyat haru salut bangga jokowi,0,0,1
makan di sini mau berdua atau bersama keluarga enak enak saja . tempat nyaman dengan lilin dan lampu redup . jika kurang terang tinggal nyalakan lampu besar di atas meja . pelayanan bagus . pelayanan ramah . namun satu yang kurang berkenan di hati . penyajian nya pakai piring . karena bandung dingin ada baiknya steak disajikan dengan hot plate . over all oke sih,makan dua keluarga enak enak nyaman lilin lampu redup terang tinggal nyala lampu meja layan bagus layan ramah kenan hati saji nya pakai piring bandung dingin baik steak saji hot plate over all oke sih,0,0,1
di markas pdi ada sekitar 300 orang yang berjaga suatu kebiasaan dilakukan sejak kongres medan lalu .,markas partai demokrasi indonesia ratus orang jaga biasa kongres medan,0,1,0
"ditunggu saja , pasti dikasih . biasa maksimal seminggu kok",tunggu kasih maksimal minggu,0,1,0
the raid memang film indonesia terbaik sepanjang masa,the raid film indonesia baik,0,0,1
tidak penakut,takut,0,0,1
"banyak petinggi lagi pada berlomba mendekat ke habib , ustadz , kyai , ulama . lalu memakai peci , baju muslim dan sarung . bagus sih .. tapi kenapa selalu terjadi hanya jelang pilpres ya ?",petinggi lomba dekat habib ustaz kiai ulama pakai peci baju muslim sarung bagus sih jelang pilih presiden ya,1,0,0
"bapak reformasi ? kalau dulu iya sekarang si tukang fitnah nih kakek bangkotan amin raos , kelakuan sudah seperti yang hobi buat fitnah . ingin naik panggung tidak tahu diri otak sudah tumpul tapi berlaga prof jenius dasar",reformasi iya sih tukang fitnah nih kakek bangkot amin raos laku sepe i hobi fitnah panggung otak tumpul laga prof jenius dasar,1,0,0
"letak nya tepat di samping jalan layang pasopati bandung . saya biasa memesan tbone lokal , tapi tetap enak dengan porsi yang lumayan besar . dengan harga yang sama saya mendapatkan porsi yang lebih besar di restoran ini . pembakaran nya ternyata masih tradisional memakai kipas dari bambu . jadi kalau anda di bandung ingin steak ke sini saja , saya biasa bersama keluarga",letak nya samping jalan layang pasopati bandung mes tbone lokal enak porsi lumayan harga porsi restoran bakar nya tradisional pakai kipas bambu bandung steak keluarga,0,0,1
